,Name,Total Bedroom,Apart Size,Max Watt,Address,Swim Pool,Price,lat,lon,location,Full Furnished,Unfurnished,Cakung,Cempaka Putih,Cengkareng,Cilandak,Duren Sawit,Gambir,Grogol Petamburan,Jatinegara,Kalideres,Kb. Jeruk,Kby. Baru,Kby. Lama,Kemayoran,Kembangan,Klp. Gading,Kramat Jati,Mampang Prpt,Menteng,Pademangan,Pancoran,Pd. Aren,Penjaringan,Pesanggrahan,Ps. Minggu,Ps. Rebo,Pulo Gadung,Sawah Besar,Senen,Setiabudi,Taman Sari,Tambora,Tanah Abang,Tebet,Tj. Priok
345,Great Choice 2BR at Green Pramuka Apartment By Travelio,2,3.4965075614664802,2200,"Jl. Jenderal Ahmad Yani Kav. 49, RT.16/RW.9, Rawasari, Cemp. Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",1,15.517983154133201,-6.2044577,106.8750683,"Jl. Rw. Jaya No.49, RT.12/RW.6, Pisangan Tim., Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 10570, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
346,Elegant and Comfy 2BR above Mall at Bassura City Apartment By Travelio,2,3.6109179126442243,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,15.520258650202699,-6.224556,106.8779441,"Jl. Jend. Basuki Rachmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410, Indonesia",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,Simply Clean and Spacious Studio Signature Park Grande Apartment By Travelio,0,3.295836866004329,1300,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,15.520258650202699,-6.2447927,106.8627405,"Jl. Letjen Mt. Haryono No.20, RW.2, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,Modern 2BR at City Home Apartment with Sofa Bed near MOI By Travelio,2,3.8066624897703196,3500,"Jalan Raya Boulevard Barat, RT. 18 / RW. 8, Kelapa Gading Barat, Jakarta Utara, Daerah Khusus Ibukota Jakarta 14240",-1,15.520258650202699,-6.1529558,106.8926783,"Jl. Boulevard Bar. Raya, RT.18/RW.8, Klp. Gading Bar., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,Cozy Stay 2BR Mediterania Boulevard Apartment By Travelio,2,3.7612001156935624,2200,"Jl. Landas Pacu Utara Selatan Blok A1 No. 2, Kebon Kosong, Kemayoran, Jakarta Pusat 10630",1,15.520258650202699,-6.1546823,106.8527917,"Jalan Landas Pacu Utara Selatan A1 No. 2, RT.13/RW.6, Kb. Kosong, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,Good Location with Simply Furnished 1BR Apartment Woodland Park By Travelio,1,3.6888794541139363,2200,"Jl. Raya Kalibata, RT.9/RW.4, Rawajati, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750",1,15.520258650202699,-6.258109,106.857911,"Jl. Raya Kalibata Blok Madrasah No.9, RT.4/RW.1, Rawajati, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,Modern and Brand New Studio The H Residence By Travelio,1,3.6109179126442243,2200,"Jl. MT Haryono No.7, RT.12/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340",1,15.495332187544259,-6.2470153,106.8740444,"Jl. Letjen M.T. Haryono No.7, RT.1/RW.6, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,Comfy 1BR Apartment at Cosmo Terrace By Travelio,1,3.8066624897703196,2200,"Jalan Kh. Mas Mansyur, RT.5/RW.13, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,15.323004113021662,-6.1967368,106.8144127,"Jl. K.H. Mas Mansyur, Kb. Melati, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
353,1BR City View Apartment at Cosmo Mansion By Travelio,1,3.58351893845611,1300,"Jl. Tlk. Betung Blvd, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,15.528406998423938,-6.1945489,106.8179583,"Jl. Tlk. Betung Blvd, Kb. Melati, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
354,Cozy with Minimalist Style Studio Apartment Nine Residence By Travelio,0,3.367295829986474,1300,"Jl. Warung Jati Barat No.12, RT.2/RW.5, Duren Tiga, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760",1,15.426197490048475,-6.2530825,106.826986,"Jl. Warung Buncit Raya No.12, RT.2/RW.5, Duren Tiga, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,Strategic and Comfy 2BR City Home MOI Apartment By Travelio,2,3.8066624897703196,3500,"Jalan Raya Boulevard Barat, RT. 18 / RW. 8, Kelapa Gading Barat, Jakarta Utara, Daerah Khusus Ibukota Jakarta 14240",-1,15.533309300607703,-6.1529558,106.8926783,"Jl. Boulevard Bar. Raya, RT.18/RW.8, Klp. Gading Bar., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,Commodious 1BR at Gardenia Boulevard Apartment By Travelio,1,3.4965075614664802,1300,"Jl. Warung Jati Barat No.12, Jati Padang, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540",1,15.533802695938244,-6.2864527,106.823606,"Jl. Warung Jati Barat Blok Kehakiman No.12, RT.6/RW.9, Ragunan, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
357,Stunning 2BR at Bassura City Cipinang Apartment By Travelio,2,3.5263605246161616,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,15.538277155705378,-6.224556,106.8779441,"Jl. Jend. Basuki Rachmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410, Indonesia",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,Cozy Studio Lexington Apartment with Semi Private Lift By Travelio,0,3.6109179126442243,3300,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330",1,15.446673562300198,-6.2727086,106.7669099,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
359,Elegant 2BR Bassura City Cipinang Apartment By Travelio,2,3.4011973816621555,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,15.540096749240515,-6.224556,106.8779441,"Jl. Jend. Basuki Rachmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410, Indonesia",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,Modern 1BR at Kuningan Place Apartment near Shopping Mall By Travelio,1,3.6635616461296463,2272,"Jl. Kuningan Utama Lot No.15, RT.7/RW.1, Menteng Atas, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,15.344280350528727,-6.213011,106.8351979,"7, apartement kuningan place, Jl. H Kavling No.15, RW.1, Menteng Atas, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12980, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,Best Price Studio Apartment at Capitol Park Residence By Travelio,0,3.1354942159291497,2200,"Jalan Salemba Raya 16 3 6, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,15.541619599226523,-6.197235399999999,106.8506106,"Jl. Salemba Raya No.16, RT.3/RW.6, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
362,Chic and Cozy 2BR Apartment at Pasar Baru Mansion By Travelio,2,3.8918202981106265,2200,"Jl. Pintu Air V No.53, RT.5/RW.8, Ps. Baru, Jakarta, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 11710",1,15.379323083035674,-6.1632833,106.8323975,"Jl. Pintu Air V No.53f, RT.7/RW.8, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10710, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
363,Comfort and Simply Studio Tamansari Semanggi Apartment By Travelio,0,3.6109179126442243,2200,"Jl. Akri No.134, RT.8/RW.2, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,15.515229296908469,-6.2252858,106.8189365,"Jl. Akri No.134, RT.8/RW.2, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
364,Comfortable 2BR at Signature Park Tebet Apartment By Travelio,2,3.4339872044851463,6600,"Jl. Letjen M.T. Haryono No.23, RT.10/RW.9, Tebet Tim., Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",1,15.543690867942168,-6.2429804,106.8550569,"Jl. Letjen M.T. Haryono No.23, RT.10/RW.9, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
365,Minimalist Style 2BR Pakubuwono Terrace Apartment By Travelio,2,3.6375861597263857,3500,"Jl. Ciledug Raya No.99B, RT.12/RW.5, Cipulir, Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12230",1,15.543932384711264,-6.237169,106.768465,"9, Jl. Ciledug Raya No.3, RT.4/RW.5, Cipulir, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12230, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,1BR Apartment with City View @ Cosmo Mansion By Travelio,1,3.6375861597263857,1300,"Jl. Tlk. Betung Blvd, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,15.545343026398454,-6.1945489,106.8179583,"Jl. Tlk. Betung Blvd, Kb. Melati, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
367,Gorgeous 2BR City Home Apartment near MOI By Travelio,2,3.8066624897703196,3500,"Jalan Raya Boulevard Barat, RT. 18 / RW. 8, Kelapa Gading Barat, Jakarta Utara, Daerah Khusus Ibukota Jakarta 14240",-1,15.546645436625894,-6.1529558,106.8926783,"Jl. Boulevard Bar. Raya, RT.18/RW.8, Klp. Gading Bar., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,Cozy Living 1BR Kuningan Place Apartment By Travelio,1,3.6635616461296463,2200,"Jl. Kuningan Utama Lot No.15, RT.7/RW.1, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,15.454507078465143,-6.213011,106.8351979,"7, apartement kuningan place, Jl. H Kavling No.15, RW.1, Menteng Atas, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12980, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369,Newly Furnished 2BR Apartment at Westmark Tanjung Duren By Travelio,2,3.6109179126442243,2200,"Jalan Tanjung Duren Timur II No.30, RT.12/RW.1, Tj. Duren Sel., Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",1,15.521025628726733,-6.1804317,106.7936824,"Jl. Tj. Duren Timur 2 No.30, RT.12/RW.1, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,Strategic Place 2BR Pasar Baru Mansion Apartment By Travelio,2,3.8918202981106265,2200,"Jl. Pintu Air V No.53, RT.5/RW.8, Ps. Baru, Jakarta, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 11710",1,15.548227309755136,-6.1632833,106.8323975,"Jl. Pintu Air V No.53f, RT.7/RW.8, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10710, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
371,Highest Value Studio Apartment at Lexington Residence By Travelio,0,3.5553480614894135,1300,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330",1,15.445866357913559,-6.2727086,106.7669099,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
372,Comfy 2BR Apartment Salemba Residence By Travelio,2,3.828641396489095,2200,"Jalan Salemba Tengah II nomor 10, Jakarta Pusat",1,15.551792376548825,-6.1956196,106.8568077,"Jl. Salemba Tengah II No.10, RT.5/RW.8, Paseban, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10440, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
373,Best Deal 2BR Westmark Apartment with City View By Travelio,2,3.6109179126442243,2200,"Jalan Tanjung Duren Timur II No.30, RT.12/RW.1, Tj. Duren Sel., Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",1,15.555206611776287,-6.1804317,106.7936824,"Jl. Tj. Duren Timur 2 No.30, RT.12/RW.1, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,Cozy 2BR Puri Orchard Apartment By Travelio,2,3.970291913552122,3500,"Jl. Raya Adicipta Kav. 8 Lingkar Luar Barat, RT.11/RW.3, Rawa Buaya, Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740",1,15.557096982283936,-6.165934399999999,106.7290717,"Samping Gedung OT Jalan Raya Adicipta, Jl. Lkr. Luar Barat No.Kav.8, RT.2/RW.3, Rw. Buaya, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740, Indonesia",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,Strategic and Best Choice Studio Apartment Thamrin Executive By Travelio,0,3.258096538021482,1300,"Jl. Kb. Melati 4 No.1A, RT.4/RW.9, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,15.560429261710006,-6.195869099999999,106.8166093,"Jl. Kb. Melati 4 No.1A, RT.4/RW.9, Kb. Melati, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
376,Cozy 2BR Bassura City Apartment with Mall Access By Travelio,2,3.5263605246161616,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,15.56478936617837,-6.224556,106.8779441,"Jl. Jend. Basuki Rachmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410, Indonesia",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,1BR Apartment at Cosmo Mansion near Grand Indonesia By Travelio,1,3.6109179126442243,1300,"Jl. Tlk. Betung Blvd, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,15.564791105169988,-6.1945489,106.8179583,"Jl. Tlk. Betung Blvd, Kb. Melati, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
378,City View 1BR Apartment at Woodland Park Residence By Travelio,1,3.6635616461296463,2200,"Jl. Raya Kalibata, RT.9/RW.4, Rawajati, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750",1,15.568648734350791,-6.258109,106.857911,"Jl. Raya Kalibata Blok Madrasah No.9, RT.4/RW.1, Rawajati, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,Simply Furnished 2BR @ Puri Orchard Apartment By Travelio,2,3.912023005428146,3500,"Jl. Raya Adicipta Kav. 8 Lingkar Luar Barat, RT.11/RW.3, Rawa Buaya, Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740",1,15.569048814372131,-6.165934399999999,106.7290717,"Samping Gedung OT Jalan Raya Adicipta, Jl. Lkr. Luar Barat No.Kav.8, RT.2/RW.3, Rw. Buaya, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740, Indonesia",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,Elegant Studio The Hive Tamansari Apartment By Travelio,0,3.332204510175204,2200,"Jl. DI. Panjaitan No.Kav. 3-4 RT.7/RW.11, Cipinang Cempedak Jatinegara East Jakarta City, Jakarta 13340",1,15.569048814372131,-6.2453188,106.875111,"Tamansari Hive Office, Jl. DI. Panjaitan No.Kav. 3-4, RT.7/RW.11, Cipinang Cempedak, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340, Indonesia",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,High Floor Studio with City View at Menteng Park Apartment By Travelio,0,3.332204510175204,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,15.46412091315589,-6.1923282,106.8387086,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,Comfort Studio at Menteng Park Apartment By Travelio,0,3.332204510175204,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,15.478962869220938,-6.1923282,106.8387086,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,Strategic for 4 Pax 2BR City Home Apartment near MOI By Travelio,2,3.8066624897703196,3500,"Jalan Raya Boulevard Barat, RT. 18 / RW. 8, Kelapa Gading Barat, Jakarta Utara, Daerah Khusus Ibukota Jakarta 14240",-1,15.544063773747464,-6.1529558,106.8926783,"Jl. Boulevard Bar. Raya, RT.18/RW.8, Klp. Gading Bar., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,Brand New and Modern 1BR Signature Park Grande Apartment By Travelio,1,3.6375861597263857,2200,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,15.57336830310284,-6.2447927,106.8627405,"Jl. Letjen Mt. Haryono No.20, RW.2, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,Cozy 1BR at Green Bay Condominium Apartment By Travelio,1,3.7376696182833684,2200,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Penjaringan, Kota Jakarta Utara",-1,15.575090956711039,-6.108289000000001,106.778926,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
386,2Bedroom Sky Terrace Apartment with Pool View By Travelio,2,3.912023005428146,2200,"Jalan Kintamani Raya No.2, RT.8/RW.12, Kalideres, Kota Jakarta Barat, 11840",1,15.575429969865931,-6.1532478,106.7135818,"Jl. Kintamani Raya No.2, RT.2/RW.12, Kalideres, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11840, Indonesia",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,Minimalist and Cozy 1BR Apartment at The Boulevard By Travelio,1,3.713572066704308,2200,"Jl. Fachrudin No.5, RT.1/RW.7, Kp. Bali, Tanah Abang, Jakarta Pusat - 10250",1,15.289987256065805,-6.1833638,106.8165303,"Jl. H. Fachrudin No.5, RT.1/RW.7, Kp. Bali, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
388,Fabulous Studio Ambassade Apartment By Travelio,0,3.4965075614664802,2200,"Jalan Denpasar Raya Kav. 5-7, Kuningan, RT.16/RW.4, Karet Kuningan, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",1,15.581161137154357,-6.222518099999999,106.8309434,"7, Jl. Denpasar Raya No.Kav. 5, RT.16/RW.4, Kuningan, Karet Kuningan, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
389,Modern Studio at Titanium Square Apartment By Travelio,0,3.6109179126442243,1600,"Jl. Buah No.4, RT.6/RW.4, Pekayon, Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13710",1,15.58195221920804,-6.341654,106.870183,"Jl. Buah No.4, RT.6/RW.4, Pekayon, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13710, Indonesia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
