,Name,Total Bedroom,Total Bathroom,Apart Size,Max Capacity,Max Watt,Address,Swim Pool,Rating,Total Review,Furnish Type,Price
401,Fabulous Studio Ambassade Apartment By Travelio,Studio,1,33 sqm,Max. 2 Tamu,2200 W,"Jalan Denpasar Raya Kav. 5-7, Kuningan, RT.16/RW.4, Karet Kuningan, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",1,5,6,Full Furnished,"IDR
5,845,374
 / bulan"
402,Modern Studio at Titanium Square Apartment By Travelio,Studio,1,37 sqm,Max. 2 Tamu,1600 W,"Jl. Buah No.4, RT.6/RW.4, Pekayon, Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13710",1,New,-1,Full Furnished,"IDR
5,850,000
 / bulan"
403,Good Location @ 2BR City Home MOI Apartment By Travelio,2,1,45 sqm,Max. 4 Tamu,3500 W,"Jalan Raya Boulevard Barat, RT. 18 / RW. 8, Kelapa Gading Barat, Jakarta Utara, Daerah Khusus Ibukota Jakarta 14240",-1,5,2,Full Furnished,"IDR
5,857,999
 / bulan"
404,Cozy 1BR H Residence Apartment near MT Haryono By Travelio,1,1,46 sqm,Max. 2 Tamu,2200 W,"Jl. MT Haryono Kav.6-7, Cipinang Cempedak, Jatinegara, RT.12/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 12770",1,5,2,Full Furnished,"IDR
5,893,945
 / bulan"
405,Comfort and Elegant 1BR Green Bay Condominium Apartment By Travelio,1,1,44 sqm,Max. 4 Tamu,2200 W,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Penjaringan, Kota Jakarta Utara",-1,New,-1,Full Furnished,"IDR
5,896,836
 / bulan"
406,Spacious Studio Room at Capitol Suites Apartment By Travelio,Studio,1,35 sqm,Max. 2 Tamu,2200 W,"Jalan Prapatan Raya Nomor 20-22, Kelurahan Senen, Kecamatan Senen, Jakarta Pusat, Propinsi Daerah Khusus Ibukota Jakarta",1,4.8,9,Full Furnished,"IDR
4,898,399
 / bulan"
407,2 BR Nifarro Park Apartment Near Kemang And Kalibata By Travelio,2,1,45 sqm,Max. 4 Tamu,2200 W,"Jalan Raya Pasar Minggu KM. 18, Pasar Minggu, Jakarta Selatan, DKI Jakarta 12510",-1,4.5,43,Full Furnished,"IDR
5,948,899
 / bulan"
408,Relaxing 2BR Signature Park Grande Apartment By Travelio,2,1,36 sqm,Max. 3 Tamu,2200 W,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,New,-1,Full Furnished,"IDR
5,955,345
 / bulan"
409,Modern and Gorgeous 1BR The Boulevard Apartment By Travelio,1,1,42 sqm,Max. 2 Tamu,2200 W,"Jl. Fachrudin No.5, RT.1/RW.7, Kp. Bali, Tanah Abang, Jakarta Pusat - 10250",1,5,1,Full Furnished,"IDR
5,957,498
 / bulan"
410,Spacious 3BR Apartment @ Northland Ancol Residence By Travelio,3,2,67 sqm,Max. 4 Tamu,3500 W,"Jl. Laksamana R. E. Martadinata No.26, Pademangan Barat, Pademangan, RT.11/RW.11, Pademangan Bar., Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14420",1,4.8,24,Full Furnished,"IDR
5,979,999
 / bulan"
411,Chic and Cozy 1BR Apartment at Green Bay Condominium By Travelio,1,1,44 sqm,Max. 2 Tamu,2200 W,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Penjaringan, Kota Jakarta Utara",-1,New,-1,Full Furnished,"IDR
5,999,999
 / bulan"
412,Comfy Studio Tamansari Semanggi Apartment By Travelio,Studio,1,22 sqm,Max. 2 Tamu,-1,"Jl. Akri No.134, RT.8/RW.2, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,5,2,Full Furnished,"IDR
5,999,999
 / bulan"
413,BIG 2BR Grand Palace Kemayoran (76 SQM) By Travelio,2,2,76 sqm,Max. 4 Tamu,3500 W,"Jl. Casa Kb. Kosong Kemayoran Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,4.9,98,Full Furnished,"IDR
5,999,999
 / bulan"
414,Strategic and Comfy 2BR at Signature Park Grande By Travelio,2,1,43 sqm,Max. 4 Tamu,3500 W,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,New,-1,Full Furnished,"IDR
5,999,999
 / bulan"
415,Big 2 BR (76 sqm) Apartment Grand Palace/Pallazo Kemayoran By Travelio,2,2,76 sqm,Max. 4 Tamu,3500 W,"Jalan Benyamin Suaeb , RT.13/RW.6, Kebon Kosong, Kemayoran, RT.13/RW.6, Kb. Kosong, Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,4.9,44,Full Furnished,"IDR
5,999,999
 / bulan"
416,Brand New and Best Studio Bellevue Place Apartment By Travelio,Studio,1,30 sqm,Max. 2 Tamu,1300 W,"Jl. MT Haryono Kav.21, RT.10/RW.10, Tebet Timur, Tebet, Jakarta Selatan, Jakarta 12810",1,New,-1,Full Furnished,"IDR
5,850,000
 / bulan"
417,Good Deal 1BR at Cosmo Terrace Apartment By Travelio,1,1,35 sqm,Max. 2 Tamu,2200 W,"Jalan Kh. Mas Mansyur, RT.5/RW.13, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,New,-1,Full Furnished,"IDR
6,000,000
 / bulan"
418,Modern 1BR City View @ Signature Park Grande Apartment By Travelio,1,1,35 sqm,Max. 2 Tamu,2200 W,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,4.5,1,Full Furnished,"IDR
6,000,000
 / bulan"
419,Strategic 1BR The Boulevard Apartment with Luxurious Design By Travelio,1,1,43 sqm,Max. 2 Guest(s),2200 W,"Jl. Fachrudin No.5, RT.1/RW.7, Kp. Bali, Tanah Abang, Jakarta Pusat - 10250",1,5,1,Full Furnished,"IDR
6,000,000
 / bulan"
420,Best Emerald Studio Room Apartment at Capitol Park Residence By Travelio,Studio,1,28 sqm,Max. 2 Tamu,2200 W,"Jalan Salemba Raya 16 3 6, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,5,3,Full Furnished,"IDR
6,000,000
 / bulan"
421,Comfy and Homey Studio Apartment at Nine Residence By Travelio,Studio,1,38 sqm,Max. 2 Tamu,1300 W,"Jl. Warung Jati Barat No.12, RT.2/RW.5, Duren Tiga, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760",1,New,-1,Full Furnished,"IDR
5,874,064
 / bulan"
422,Cozy Studio Room at Nine Residence Apartment By Travelio,Studio,1,38 sqm,Max. 2 Tamu,1300 W,"Jl. Warung Jati Barat No.12, RT.2/RW.5, Duren Tiga, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760",1,5,4,Full Furnished,"IDR
5,878,740
 / bulan"
423,Comfort and Best Choice 2BR at Nifarro Park Apartment By Travelio,2,1,51 sqm,Max. 4 Tamu,2200 W,"Jl. Raya Pasar Minggu RT.1/RW.1, Pejaten Timur, Pasar Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510",-1,New,-1,Full Furnished,"IDR
5,537,638
 / bulan"
424,Cozy Stay 2BR Apartment at Metro Park Residence By Travelio,2,1,45 sqm,Max. 3 Guest(s),2200 W,"Jl. Pilarmas Utama Raya Kav. 28, RT.5/RW.3, Kedoya Selatan, Kebun Jeruk, Jakarta Barat 11520",1,New,-1,Full Furnished,"IDR
6,049,999
 / bulan"
425,Comfy 2BR Apartment at Nifarro Park Pasar Minggu By Travelio,2,1,51 sqm,Max. 4 Tamu,2200 W,"Jl. Raya Pasar Minggu RT.1/RW.1, Pejaten Timur, Pasar Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510",-1,5,5,Full Furnished,"IDR
5,927,638
 / bulan"
426,Chic and Compact Studio Apartment at Capitol Park Residence By Travelio,Studio,1,23 sqm,Max. 2 Tamu,2200 W,"Jalan Salemba Raya 16 3 6, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,5,3,Full Furnished,"IDR
6,090,000
 / bulan"
427,Bright 2BR Apartment at Bassura City near Shopping Mall By Travelio,2,1,34 sqm,Max. 3 Tamu,2200 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,5,8,Full Furnished,"IDR
6,099,999
 / bulan"
428,Cozy and Strategic 2BR at Westmark Apartment By Travelio,2,1,37 sqm,Max. 3 Tamu,2200 W,"Jalan Tanjung Duren Timur II No.30, RT.12/RW.1, Tj. Duren Sel., Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",1,New,-1,Full Furnished,"IDR
6,100,000
 / bulan"
429,1 BR City View at Sudirman Park Apartment By Travelio,1,1,42 sqm,Max. 2 Tamu,3000 W,"Jl. Kh. Mas Mansyur Kav. 35 RT.11/RW.09, Karet Tengsin, Tanah Abang, RT.12/RW.11, Karet Tengsin, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250",1,4.6,2,Full Furnished,"IDR
6,143,903
 / bulan"
430,Newly Furnished Studio Apartment at Menteng Park By Travelio,Studio,1,33 sqm,Max. 2 Tamu,1300 W,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,5,6,Full Furnished,"IDR
6,173,549
 / bulan"
431,Spacious Studio Menteng Park Apartment By Travelio,Studio,1,33 sqm,Max. 2 Tamu,1300 W,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,5,8,Full Furnished,"IDR
6,173,549
 / bulan"
432,2 BR Apartment Madison Near Central Park With City View By Travelio,2,1,49 sqm,Max. 5 Tamu,3300 W,"Jalan Tanjung Duren Selatan RT.12/RW.6, Grogol petamburan, Tanjung Duren Selatan, RT.8/RW.6, Tj. Duren Sel., Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",1,4.6,10,Full Furnished,"IDR
6,191,402
 / bulan"
433,Best 2BR with Prime Location at MT Haryono Square Apartment By Travelio,2,2,64 sqm,Max. 4 Guest(s),4500 W,"Jl. Otista Raya No.390, RT.6/RW.12, Kp. Melayu, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13330",1,5,3,Full Furnished,"IDR
6,192,561
 / bulan"
434,Spacious and Good 3BR Pangeran Jayakarta Apartment By Travelio,3,2,95 sqm,Max. 6 Tamu,3300 W,"Jl. Pangeran Jayakarta, No. 73, RT.7/RW.7, Mangga Dua Selatan Sawah Besar, Jakarta Pusat, DKI Jakarta 10730",1,5,6,Full Furnished,"IDR
6,199,999
 / bulan"
435,Comfortable with Modern Style Studio Apartment at Nine Residence By Travelio,Studio,1,29 sqm,Max. 2 Tamu,1300 W,"Jl. Warung Jati Barat No.12, RT.2/RW.5, Duren Tiga, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760",1,5,1,Full Furnished,"IDR
6,199,999
 / bulan"
436,Elegant and Comfort 2BR Apartment at Pasar Baru Mansion By Travelio,2,1,49 sqm,Max. 3 Tamu,2200 W,"Jl. Pintu Air V No.53, RT.5/RW.8, Ps. Baru, Jakarta, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 11710",1,New,-1,Full Furnished,"IDR
6,199,999
 / bulan"
437,Best View and Comfy Studio Gold Coast Apartment By Travelio,Studio,1,28 sqm,Max. 2 Tamu,-1,"Jalan Pantai Indah Kapuk Boulevard, Kelurahan Kamal Muara, Kecamatan Penjaringan, Wilayah Jakarta Utara, Propinsi DKI Jakarta",1,4.9,7,Full Furnished,"IDR
6,209,249
 / bulan"
438,Luxurious and Elegant 3BR Vittoria Apartment By Travelio,3,1,53 sqm,Max. 4 Tamu,3500 W,"Jl. Daan Mogot, RT.9/RW.3, Cengkareng Tim., Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730",1,4.9,6,Full Furnished,"IDR
6,221,999
 / bulan"
439,Spacious and Comfy 2BR Nifarro Park Apartment By Travelio,2,1,51 sqm,Max. 3 Tamu,2200 W,"Jl. Raya Pasar Minggu RT.1/RW.1, Pejaten Timur, Pasar Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510",-1,5,2,Full Furnished,"IDR
6,223,699
 / bulan"
440,Highest Value Studio Apartment at Gold Coast PIK By Travelio,Studio,1,28 sqm,,-1,,1,New,-1,Full Furnished,"IDR
6,234,749
 / bulan"
441,Golf View 2BR @ The Mansion Kemayoran Apartment By Travelio,2,1,57 sqm,Max. 4 Tamu,7700 W,"Jl. Trembesi Blok. D4, Bandar Baru Kemayoran,Pademangan Tim., Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14410",1,5,1,Full Furnished,"IDR
6,274,274
 / bulan"
442,Cozy 2BR Gading Nias Apartment By Travelio,2,1,29 sqm,Max. 4 Tamu,2200 W,"Jl. Pegangsaan Dua, RT. 02/RW. 03, Pegangsaan Dua, Kelapa Gading, Kota Jakarta Utara, Daerah Khusus Ibukota Jakarta 14250",-1,New,-1,Full Furnished,"IDR
2,490,065
 / bulan"
443,Strategic and Homey 1BR Thamrin Residence Apartment By Travelio,1,1,41 sqm,Max. 2 Tamu,3500 W,"Jalan Kebon Kacang Raya, RT.3/RW.8, Kebon Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,New,-1,Full Furnished,"IDR
6,300,000
 / bulan"
444,Minimalist 2BR Apartment at Signature Park Grande near MT. Haryono By Travelio,2,1,43 sqm,Max. 3 Tamu,2200 W,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,4.5,1,Full Furnished,"IDR
5,674,910
 / bulan"
445,Modern and Comfy 2BR with Golf View at The Mansion Kemayoran By Travelio,2,1,62 sqm,Max. 4 Tamu,7700 W,"Jl. Trembesi Blok. D4, Bandar Baru Kemayoran,Pademangan Tim., Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14410",1,New,-1,Full Furnished,"IDR
6,318,899
 / bulan"
446,Stunning 2BR at Signature Park Grande Apartment By Travelio,2,1,43 sqm,,,,1,5,,Full Furnished,"IDR
6,369,731
 / bulan"
447,Warm and Cozy 2BR Apartment Woodland Park Residence By Travelio,2,1,39 sqm,Max. 3 Tamu,2200 W,"Jl. Raya Kalibata, RT.9/RW.4, Rawajati, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750",1,4.9,1,Full Furnished,"IDR
6,388,249
 / bulan"
448,Strategic and Minimalist 1BR Apartment at Thamrin Residence By Travelio,1,1,38 sqm,Max. 2 Tamu,3500 W,"Jalan Kebon Kacang Raya, RT.3/RW.8, Kebon Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,New,-1,Full Furnished,"IDR
5,922,499
 / bulan"
449,1BR Luxury CitraLake Suites Apartment By Travelio,1,1,54 sqm,Max. 2 Tamu,3500 W,"Jl. Raya Citra, RW.5, Tegal Alur, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11820",1,4.9,5,Full Furnished,"IDR
6,424,999
 / bulan"
450,Modern Elegant and Good 3BR at Pangeran Jayakarta Apartment By travelio,3,2,95 sqm,Max. 6 Tamu,5500 W,"Jl. Pangeran Jayakarta, No. 73, RT.7/RW.7, Mangga Dua Selatan Sawah Besar, Jakarta Pusat, DKI Jakarta 10730",1,4.7,3,Full Furnished,"IDR
6,424,999
 / bulan"
451,Good Choice for 2BR at Sudirman Park Apartment By Travelio,2,1,56 sqm,Max. 3 Tamu,2200 W,"Jalan K.H. Mas Mansyur Kav.35, RT.12/RW.11, Karet Tengsin, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250",1,New,-1,Full Furnished,"IDR
6,449,999
 / bulan"
452,Spacious 2BR GP Plaza Apartment By Travelio,2,1,48 sqm,Max. 4 Tamu,-1,"Jl. Gelora II No. 1, Slipi, Palmerah, RT.1/RW.1, Gelora, Kota Jakarta Pusat, DKI Jakarta 10270",1,4.7,11,Full Furnished,"IDR
6,476,624
 / bulan"
453,Nice and Private 1BR Apartment at Thamrin Residence By Travelio,1,1,37 sqm,Max. 2 Guest(s),3500 W,"Jalan Kebon Kacang Raya, RT.3/RW.8, Kebon Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,New,-1,Full Furnished,"IDR
5,994,999
 / bulan"
454,Good Deal for 2BR at Cosmo Terrace Apartment By Travelio,2,1,49 sqm,Max. 3 Tamu,3700 W,"Jalan Kh. Mas Mansyur, RT.5/RW.13, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,New,-1,Full Furnished,"IDR
6,500,000
 / bulan"
455,Elegant Studio Apartment @ Menteng Park By Travelio,Studio,1,33 sqm,Max. 2 Tamu,1300 W,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,4.9,20,Full Furnished,"IDR
6,500,000
 / bulan"
456,Comfort and Spacious 2BR Signature Park Grande Apartment By Travelio,2,1,49 sqm,Max. 3 Tamu,2200 W,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,New,-1,Full Furnished,"IDR
5,014,339
 / bulan"
457,Cozy and Modern 3BR Apartment at Gading Greenhill By Travelio,3,2,79 sqm,Max. 4 Tamu,3500 W,"Jl. Pegangsaan Dua No.97, RT.10/RW.3, Pegangsaan Dua, Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14250",1,5,3,Full Furnished,"IDR
6,522,899
 / bulan"
458,Simple 2BR Sudirman Park Apartment By Travelio,2,1,46 sqm,Max. 3 Tamu,3500 W,"RT.10/RW.11, Karet Tengsin, Tanah Abang, Central Jakarta City, Jakarta 10250",1,New,-1,Full Furnished,"IDR
6,529,999
 / bulan"
459,Luxurious Minimalist 2BR at GP Plaza Apartment By Travelio,2,1,51 sqm,Max. 4 Tamu,2200 W,"Jalan Gelora II No.1, RT.1/RW.1, Gelora, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",1,New,-1,Full Furnished,"IDR
6,060,999
 / bulan"
460,Comfort 2BR Apartment at Cervino Village By Travelio,2,1,53 sqm,Max. 3 Tamu,2200 W,"Jl. KH. Abdullah Syafei Kav. 27, RT.17/RW.1, Tebet Barat, Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810",1,5,1,Full Furnished,"IDR
6,623,624
 / bulan"
461,Strategic 2BR Apartment with Workspace @ Season City By Travelio,2,2,87 sqm,Max. 4 Tamu,-1,"Jl. Prof. Dr. Latumenten No.33, Jembatan Besi, Tambora, RT.13/RW.1, Jemb. Besi, Tambora, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11320",1,4.6,5,Full Furnished,"IDR
6,636,781
 / bulan"
462,Modern and Comfy 3BR Bassura City Apartment By Travelio,3,1,48 sqm,Max. 4 Tamu,3500 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,5,29,Full Furnished,"IDR
6,660,929
 / bulan"
463,New And Modern 3BR Grand Palace Kemayoran Apartment By Travelio,3,2,115 sqm,Max. 4 Tamu,3500 W,"Grand Palace Kemayoran Apartment Jl.H.Benyamin Sueb Blok A5, Kemayoran – Jakarta Pusat",1,4.9,10,Full Furnished,"IDR
6,515,919
 / bulan"
464,Best Deal 3BR Apartment Bassura City near Shopping Center By Travelio,3,1,48 sqm,Max. 4 Tamu,3500 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,4.9,18,Full Furnished,"IDR
6,680,929
 / bulan"
465,Homey and Comfy 3BR at Bassura City Apartment By Travelio,3,1,48 sqm,Max. 4 Tamu,3300 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,New,-1,Full Furnished,"IDR
6,180,929
 / bulan"
466,Best Space of 3BR Apartment Grand Palace Kemayoran By Travelio,3,2,91 sqm,Max. 8 Tamu,3500 W,"Grand Palace Kemayoran Apartment Tower Genova Jalan Benyamin Suaeb Blok A No.5, RT.13/RW.6, Kebon Kosong, Kemayoran, RT.13/RW.6, Kb. Kosong, Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,4.8,75,Full Furnished,"IDR
6,699,999
 / bulan"
467,Best of the Best 3BR Apartment Grand Palace/Pallazo Kemayoran By Travelio,3,2,91 sqm,Max. 8 Tamu,3500 W,"Jalan Benyamin Suaeb , RT.13/RW.6, Kebon Kosong, Kemayoran, RT.13/RW.6, Kb. Kosong, Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,4.8,137,Full Furnished,"IDR
6,699,999
 / bulan"
468,Monthly Promo 3BR Grand Palace Kemayoran with Sofabed by Travelio,3,2,91 sqm,Max. 8 Tamu,3500 W,"Jalan Benyamin Suaeb Blok A No.5, RT.13/RW.6, Kebon Kosong, Kemayoran, RT.13/RW.6, Kb. Kosong, Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,4.9,8,Full Furnished,"IDR
6,699,999
 / bulan"
469,Fancy and Classic Studio Room at Bellezza Apartment By Travelio,Studio,1,36 sqm,Max. 2 Tamu,3300 W,"Jalan Letjen Soepeno No.34, Arteri Permata Hijau, RT.4/RW.2, Grogol Utara, Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12210",1,New,-1,Full Furnished,"IDR
6,724,999
 / bulan"
470,Minimalist and Cozy 2BR Apartment at The Boulevard By Travelio,2,1,43 sqm,Max. 4 Tamu,4400 W,"Jl. Fachrudin No.5, RT.1/RW.7, Kp. Bali, Tanah Abang, Jakarta Pusat - 10250",1,4.8,1,Full Furnished,"IDR
5,239,999
 / bulan"
471,Homey and Spacious 1BR Apartment at Thamrin Residence By Travelio,1,1,41 sqm,Max. 2 Tamu,2200 W,"Jalan Kebon Kacang Raya, RT.3/RW.8, Kebon Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,New,-1,Full Furnished,"IDR
6,252,699
 / bulan"
472,Spacious 3BR Residence at Grand Palace Kemayoran Apartment By Travelio,3,2,116 sqm,Max. 4 Tamu,3500 W,"Jalan Benyamin Suaeb Blok A No.5, RT.13/RW.6, Kebon Kosong, Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,5,29,Full Furnished,"IDR
6,797,686
 / bulan"
473,Extra Space 3BR Apartment Grand Palace Kemayoran By Travelio,3,2,116 sqm,Max. 4 Tamu,3500 W,"Jl. Casa Kb. Kosong Kemayoran Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,4.9,53,Full Furnished,"IDR
6,799,999
 / bulan"
474,Luxurious 1BR @ The Empyreal Condominium Epicentrum Apartment By Travelio,1,2,86 sqm,Max. 2 Tamu,6600 W,"Jl. Epicentrum Tengah No.3, RT.2/RW.5, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,New,-1,Full Furnished,"IDR
5,833,749
 / bulan"
475,Relaxing 3BR Apartment at Bassura City near Shopping Mall By Travelio,3,1,48 sqm,Max. 5 Tamu,3500 W,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,5,4,Full Furnished,"IDR
6,855,348
 / bulan"
476,2BR Cosmo Terrace Apartment next to Thamrin City By Travelio,2,1,57 sqm,Max. 3 Tamu,3500 W,"Jalan Kh. Mas Mansyur, RT.5/RW.13, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,5,5,Full Furnished,"IDR
6,719,616
 / bulan"
477,Comfy 2BR Sudirman Park Apartment at Central Area By Travelio,2,1,52 sqm,Max. 3 Tamu,3500 W,"Jalan K.H. Mas Mansyur Kav.35, RT.12/RW.11, Karet Tengsin, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250",1,5,2,Full Furnished,"IDR
6,888,846
 / bulan"
478,3BR Business Residence at Grand Palace Kemayoran By Travelio,3,2,91 sqm,Max. 4 Tamu,3500 W,"Jalan Benyamin Suaeb Blok A No.5, RT.13/RW.6, Kebon Kosong, Kemayoran, RT.13/RW.6, Kb. Kosong, Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,5,18,Full Furnished,"IDR
6,899,999
 / bulan"
479,Luxurious 2BR Apartment at Belmont Residence By Travelio,2,1,41 sqm,Max. 3 Tamu,3500 W,"Jalan Lapangan Bola, Meruya Ilir, RT.8/RW.7, Srengseng, Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620",1,5,1,Full Furnished,"IDR
6,900,000
 / bulan"
480,Posh 2BR Apartment at Green Bay Pluit By Travelio,2,1,35 sqm,Max. 4 Tamu,3500 W,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450",1,4.3,2,Full Furnished,"IDR
6,900,000
 / bulan"
481,Sea View 1BR Apartment for 4 Pax at Ancol Mansion By Travelio,1,1,72 sqm,Max. 4 Tamu,3500 W,"Jl. Pasir Putih II, RT.11/RW.10, Ancol, Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14430",1,5,3,Full Furnished,"IDR
6,999,999
 / bulan"
482,Cozy and Elegant 2BR Apartment Royal Olive Residence By Travelio,2,1,50 sqm,Max. 4 Tamu,-1,"Jalan Buncit Raya No.101, RT.1/RW.2, Pejaten Barat, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760",1,4.9,5,Full Furnished,"IDR
6,999,999
 / bulan"
483,Cozy 2BR at Taman Rasuna Kuningan Apartment By Travelio,2,2,73 sqm,Max. 4 Tamu,5000 W,"Kompleks Epicentrum, Jalan HR. Rasuna Said, RT.16/RW.1, Karet Kuningan, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940",1,New,-1,Full Furnished,"IDR
6,499,999
 / bulan"
