,Name,Total Bedroom,Apart Size,Max Watt,Address,Swim Pool,Furnish Type,Price,lat,lon,location,kecamatan
354,Cozy with Minimalist Style Studio Apartment Nine Residence By Travelio,0,29,1300,"Jl. Warung Jati Barat No.12, RT.2/RW.5, Duren Tiga, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760",1,Full Furnished,5006249,-6.2530825,106.826986,"Jl. Warung Buncit Raya No.12, RT.2/RW.5, Duren Tiga, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760, Indonesia",Pancoran
355,Strategic and Comfy 2BR City Home MOI Apartment By Travelio,2,45,3500,"Jalan Raya Boulevard Barat, RT. 18 / RW. 8, Kelapa Gading Barat, Jakarta Utara, Daerah Khusus Ibukota Jakarta 14240",-1,Full Furnished,5572249,-6.1529558,106.8926783,"Jl. Boulevard Bar. Raya, RT.18/RW.8, Klp. Gading Bar., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta, Indonesia",Klp. Gading
356,Commodious 1BR at Gardenia Boulevard Apartment By Travelio,1,33,1300,"Jl. Warung Jati Barat No.12, Jati Padang, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540",1,Full Furnished,5574999,-6.2864527,106.823606,"Jl. Warung Jati Barat Blok Kehakiman No.12, RT.6/RW.9, Ragunan, Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12540, Indonesia",Ps. Minggu
357,Stunning 2BR at Bassura City Cipinang Apartment By Travelio,2,34,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,5600000,-6.224556,106.8779441,"Jl. Jend. Basuki Rachmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410, Indonesia",Jatinegara
358,Cozy Studio Lexington Apartment with Semi Private Lift By Travelio,0,37,3300,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330",1,Full Furnished,5109814,-6.2727086,106.7669099,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",Pesanggrahan
359,Elegant 2BR Bassura City Cipinang Apartment By Travelio,2,30,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,5610199,-6.224556,106.8779441,"Jl. Jend. Basuki Rachmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410, Indonesia",Jatinegara
360,Modern 1BR at Kuningan Place Apartment near Shopping Mall By Travelio,1,39,2272,"Jl. Kuningan Utama Lot No.15, RT.7/RW.1, Menteng Atas, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,Full Furnished,4612499,-6.213011,106.8351979,"7, apartement kuningan place, Jl. H Kavling No.15, RW.1, Menteng Atas, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12980, Indonesia",Menteng
361,Best Price Studio Apartment at Capitol Park Residence By Travelio,0,23,2200,"Jalan Salemba Raya 16 3 6, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,Full Furnished,5618749,-6.197235399999999,106.8506106,"Jl. Salemba Raya No.16, RT.3/RW.6, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430, Indonesia",Senen
362,Chic and Cozy 2BR Apartment at Pasar Baru Mansion By Travelio,2,49,2200,"Jl. Pintu Air V No.53, RT.5/RW.8, Ps. Baru, Jakarta, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 11710",1,Full Furnished,4776999,-6.1632833,106.8323975,"Jl. Pintu Air V No.53f, RT.7/RW.8, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10710, Indonesia",Sawah Besar
363,Comfort and Simply Studio Tamansari Semanggi Apartment By Travelio,0,37,2200,"Jl. Akri No.134, RT.8/RW.2, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,Full Furnished,5472408,-6.2252858,106.8189365,"Jl. Akri No.134, RT.8/RW.2, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930, Indonesia",Setiabudi
364,Comfortable 2BR at Signature Park Tebet Apartment By Travelio,2,31,6600,"Jl. Letjen M.T. Haryono No.23, RT.10/RW.9, Tebet Tim., Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820",1,Full Furnished,5630399,-6.2429804,106.8550569,"Jl. Letjen M.T. Haryono No.23, RT.10/RW.9, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820, Indonesia",Tebet
365,Minimalist Style 2BR Pakubuwono Terrace Apartment By Travelio,2,38,3500,"Jl. Ciledug Raya No.99B, RT.12/RW.5, Cipulir, Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12230",1,Full Furnished,5631759,-6.237169,106.768465,"9, Jl. Ciledug Raya No.3, RT.4/RW.5, Cipulir, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12230, Indonesia",Kby. Lama
366,1BR Apartment with City View @ Cosmo Mansion By Travelio,1,38,1300,"Jl. Tlk. Betung Blvd, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,5639709,-6.1945489,106.8179583,"Jl. Tlk. Betung Blvd, Kb. Melati, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230, Indonesia",Tanah Abang
367,Gorgeous 2BR City Home Apartment near MOI By Travelio,2,45,3500,"Jalan Raya Boulevard Barat, RT. 18 / RW. 8, Kelapa Gading Barat, Jakarta Utara, Daerah Khusus Ibukota Jakarta 14240",-1,Full Furnished,5647059,-6.1529558,106.8926783,"Jl. Boulevard Bar. Raya, RT.18/RW.8, Klp. Gading Bar., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta, Indonesia",Klp. Gading
368,Cozy Living 1BR Kuningan Place Apartment By Travelio,1,39,2200,"Jl. Kuningan Utama Lot No.15, RT.7/RW.1, Menteng Atas, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430",1,Full Furnished,5149999,-6.213011,106.8351979,"7, apartement kuningan place, Jl. H Kavling No.15, RW.1, Menteng Atas, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12980, Indonesia",Menteng
369,Newly Furnished 2BR Apartment at Westmark Tanjung Duren By Travelio,2,37,2200,"Jalan Tanjung Duren Timur II No.30, RT.12/RW.1, Tj. Duren Sel., Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",1,Full Furnished,5504220,-6.1804317,106.7936824,"Jl. Tj. Duren Timur 2 No.30, RT.12/RW.1, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia",Grogol Petamburan
370,Strategic Place 2BR Pasar Baru Mansion Apartment By Travelio,2,49,2200,"Jl. Pintu Air V No.53, RT.5/RW.8, Ps. Baru, Jakarta, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 11710",1,Full Furnished,5655999,-6.1632833,106.8323975,"Jl. Pintu Air V No.53f, RT.7/RW.8, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10710, Indonesia",Sawah Besar
371,Highest Value Studio Apartment at Lexington Residence By Travelio,0,35,1300,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12330",1,Full Furnished,5105691,-6.2727086,106.7669099,"Jl. Deplu Raya, RT.3/RW.3, Bintaro, Kec. Pesanggrahan, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",Pesanggrahan
372,Comfy 2BR Apartment Salemba Residence By Travelio,2,46,2200,"Jalan Salemba Tengah II nomor 10, Jakarta Pusat",1,Full Furnished,5676199,-6.1956196,106.8568077,"Jl. Salemba Tengah II No.10, RT.5/RW.8, Paseban, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10440, Indonesia",Senen
373,Best Deal 2BR Westmark Apartment with City View By Travelio,2,37,2200,"Jalan Tanjung Duren Timur II No.30, RT.12/RW.1, Tj. Duren Sel., Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470",1,Full Furnished,5695612,-6.1804317,106.7936824,"Jl. Tj. Duren Timur 2 No.30, RT.12/RW.1, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia",Grogol Petamburan
374,Cozy 2BR Puri Orchard Apartment By Travelio,2,53,3500,"Jl. Raya Adicipta Kav. 8 Lingkar Luar Barat, RT.11/RW.3, Rawa Buaya, Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740",1,Full Furnished,5706389,-6.165934399999999,106.7290717,"Samping Gedung OT Jalan Raya Adicipta, Jl. Lkr. Luar Barat No.Kav.8, RT.2/RW.3, Rw. Buaya, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740, Indonesia",Cengkareng
375,Strategic and Best Choice Studio Apartment Thamrin Executive By Travelio,0,26,1300,"Jl. Kb. Melati 4 No.1A, RT.4/RW.9, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,5725436,-6.195869099999999,106.8166093,"Jl. Kb. Melati 4 No.1A, RT.4/RW.9, Kb. Melati, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230, Indonesia",Tanah Abang
376,Cozy 2BR Bassura City Apartment with Mall Access By Travelio,2,34,2200,"Jl. Basuki Rahmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410",1,Full Furnished,5750454,-6.224556,106.8779441,"Jl. Jend. Basuki Rachmat No.1A, RT.8/RW.10, Cipinang Besar Sel., Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410, Indonesia",Jatinegara
377,1BR Apartment at Cosmo Mansion near Grand Indonesia By Travelio,1,37,1300,"Jl. Tlk. Betung Blvd, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,5750464,-6.1945489,106.8179583,"Jl. Tlk. Betung Blvd, Kb. Melati, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230, Indonesia",Tanah Abang
378,City View 1BR Apartment at Woodland Park Residence By Travelio,1,39,2200,"Jl. Raya Kalibata, RT.9/RW.4, Rawajati, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750",1,Full Furnished,5772690,-6.258109,106.857911,"Jl. Raya Kalibata Blok Madrasah No.9, RT.4/RW.1, Rawajati, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12750, Indonesia",Pancoran
379,Simply Furnished 2BR @ Puri Orchard Apartment By Travelio,2,50,3500,"Jl. Raya Adicipta Kav. 8 Lingkar Luar Barat, RT.11/RW.3, Rawa Buaya, Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740",1,Full Furnished,5775000,-6.165934399999999,106.7290717,"Samping Gedung OT Jalan Raya Adicipta, Jl. Lkr. Luar Barat No.Kav.8, RT.2/RW.3, Rw. Buaya, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740, Indonesia",Cengkareng
380,Elegant Studio The Hive Tamansari Apartment By Travelio,0,28,2200,"Jl. DI. Panjaitan No.Kav. 3-4 RT.7/RW.11, Cipinang Cempedak Jatinegara East Jakarta City, Jakarta 13340",1,Full Furnished,5775000,-6.2453188,106.875111,"Tamansari Hive Office, Jl. DI. Panjaitan No.Kav. 3-4, RT.7/RW.11, Cipinang Cempedak, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340, Indonesia",Jatinegara
381,High Floor Studio with City View at Menteng Park Apartment By Travelio,0,28,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,5199749,-6.1923282,106.8387086,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330, Indonesia",Menteng
382,Comfort Studio at Menteng Park Apartment By Travelio,0,28,1300,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",1,Full Furnished,5277499,-6.1923282,106.8387086,"Jl. Cikini Raya No.79, RT.1/RW.2, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330, Indonesia",Menteng
383,Strategic for 4 Pax 2BR City Home Apartment near MOI By Travelio,2,45,3500,"Jalan Raya Boulevard Barat, RT. 18 / RW. 8, Kelapa Gading Barat, Jakarta Utara, Daerah Khusus Ibukota Jakarta 14240",-1,Full Furnished,5632499,-6.1529558,106.8926783,"Jl. Boulevard Bar. Raya, RT.18/RW.8, Klp. Gading Bar., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta, Indonesia",Klp. Gading
384,Brand New and Modern 1BR Signature Park Grande Apartment By Travelio,1,38,2200,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,Full Furnished,5799999,-6.2447927,106.8627405,"Jl. Letjen Mt. Haryono No.20, RW.2, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630, Indonesia",Kramat Jati
385,Cozy 1BR at Green Bay Condominium Apartment By Travelio,1,42,2200,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Penjaringan, Kota Jakarta Utara",-1,Full Furnished,5809999,-6.108289000000001,106.778926,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450, Indonesia",Penjaringan
386,2Bedroom Sky Terrace Apartment with Pool View By Travelio,2,50,2200,"Jalan Kintamani Raya No.2, RT.8/RW.12, Kalideres, Kota Jakarta Barat, 11840",1,Full Furnished,5811969,-6.1532478,106.7135818,"Jl. Kintamani Raya No.2, RT.2/RW.12, Kalideres, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11840, Indonesia",Kalideres
387,Minimalist and Cozy 1BR Apartment at The Boulevard By Travelio,1,41,2200,"Jl. Fachrudin No.5, RT.1/RW.7, Kp. Bali, Tanah Abang, Jakarta Pusat - 10250",1,Full Furnished,4368749,-6.1833638,106.8165303,"Jl. H. Fachrudin No.5, RT.1/RW.7, Kp. Bali, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250, Indonesia",Tanah Abang
388,Fabulous Studio Ambassade Apartment By Travelio,0,33,2200,"Jalan Denpasar Raya Kav. 5-7, Kuningan, RT.16/RW.4, Karet Kuningan, Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950",1,Full Furnished,5845374,-6.222518099999999,106.8309434,"7, Jl. Denpasar Raya No.Kav. 5, RT.16/RW.4, Kuningan, Karet Kuningan, Setia Budi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12950, Indonesia",Setiabudi
389,Modern Studio at Titanium Square Apartment By Travelio,0,37,1600,"Jl. Buah No.4, RT.6/RW.4, Pekayon, Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13710",1,Full Furnished,5850000,-6.341654,106.870183,"Jl. Buah No.4, RT.6/RW.4, Pekayon, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13710, Indonesia",Ps. Rebo
390,Good Location @ 2BR City Home MOI Apartment By Travelio,2,45,3500,"Jalan Raya Boulevard Barat, RT. 18 / RW. 8, Kelapa Gading Barat, Jakarta Utara, Daerah Khusus Ibukota Jakarta 14240",-1,Full Furnished,5857999,-6.1529558,106.8926783,"Jl. Boulevard Bar. Raya, RT.18/RW.8, Klp. Gading Bar., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta, Indonesia",Klp. Gading
391,Cozy 1BR H Residence Apartment near MT Haryono By Travelio,1,46,2200,"Jl. MT Haryono Kav.6-7, Cipinang Cempedak, Jatinegara, RT.12/RW.11, Cipinang Cempedak, Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 12770",1,Full Furnished,5893945,-6.245407999999999,106.8724288,"kav.6, Jl. Letjen M.T. Haryono No.7, RT.12/RW.11, Cipinang Cempedak, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13340, Indonesia",Jatinegara
392,Comfort and Elegant 1BR Green Bay Condominium Apartment By Travelio,1,44,2200,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Penjaringan, Kota Jakarta Utara",-1,Full Furnished,5896836,-6.108289000000001,106.778926,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450, Indonesia",Penjaringan
393,Spacious Studio Room at Capitol Suites Apartment By Travelio,0,35,2200,"Jalan Prapatan Raya Nomor 20-22, Kelurahan Senen, Kecamatan Senen, Jakarta Pusat, Propinsi Daerah Khusus Ibukota Jakarta",1,Full Furnished,4898399,-6.180921499999999,106.8387466,"Jl. Prajurit KKO Usman dan Harun, Senen, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",Senen
394,2 BR Nifarro Park Apartment Near Kemang And Kalibata By Travelio,2,45,2200,"Jalan Raya Pasar Minggu KM. 18, Pasar Minggu, Jakarta Selatan, DKI Jakarta 12510",-1,Full Furnished,5948899,-6.2732044,106.8464648,"Jl. Raya Pasar Minggu No.Km. 18 No.3, RT.1/RW.3, Pejaten Bar., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510, Indonesia",Ps. Minggu
395,Relaxing 2BR Signature Park Grande Apartment By Travelio,2,36,2200,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,Full Furnished,5955345,-6.2447927,106.8627405,"Jl. Letjen Mt. Haryono No.20, RW.2, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630, Indonesia",Kramat Jati
396,Modern and Gorgeous 1BR The Boulevard Apartment By Travelio,1,42,2200,"Jl. Fachrudin No.5, RT.1/RW.7, Kp. Bali, Tanah Abang, Jakarta Pusat - 10250",1,Full Furnished,5957498,-6.1833638,106.8165303,"Jl. H. Fachrudin No.5, RT.1/RW.7, Kp. Bali, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250, Indonesia",Tanah Abang
397,Spacious 3BR Apartment @ Northland Ancol Residence By Travelio,3,67,3500,"Jl. Laksamana R. E. Martadinata No.26, Pademangan Barat, Pademangan, RT.11/RW.11, Pademangan Bar., Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14420",1,Full Furnished,5979999,-6.1297565,106.8394572,"11 Marketing Office Apartemen, Jl. Budi Mulya Siaga 5 No.26, RT.11/RW.11, Pademangan Bar., Kec. Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14420, Indonesia",Pademangan
398,Chic and Cozy 1BR Apartment at Green Bay Condominium By Travelio,1,44,2200,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Penjaringan, Kota Jakarta Utara",-1,Full Furnished,5999999,-6.108289000000001,106.778926,"Jl. Pluit Karang Ayu Barat No.B1, RT.20/RW.2, Pluit, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14450, Indonesia",Penjaringan
399,Comfy Studio Tamansari Semanggi Apartment By Travelio,0,22,1630,"Jl. Akri No.134, RT.8/RW.2, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930",1,Full Furnished,5999999,-6.2252858,106.8189365,"Jl. Akri No.134, RT.8/RW.2, Karet Semanggi, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12930, Indonesia",Setiabudi
400,BIG 2BR Grand Palace Kemayoran (76 SQM) By Travelio,2,76,3500,"Jl. Casa Kb. Kosong Kemayoran Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,Full Furnished,5999999,-6.1598731,106.853053,"Jl. Casa, Kb. Kosong, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630, Indonesia",Kemayoran
401,Strategic and Comfy 2BR at Signature Park Grande By Travelio,2,43,3500,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,Full Furnished,5999999,-6.2447927,106.8627405,"Jl. Letjen Mt. Haryono No.20, RW.2, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630, Indonesia",Kramat Jati
402,Big 2 BR (76 sqm) Apartment Grand Palace/Pallazo Kemayoran By Travelio,2,76,3500,"Jalan Benyamin Suaeb , RT.13/RW.6, Kebon Kosong, Kemayoran, RT.13/RW.6, Kb. Kosong, Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10630",1,Full Furnished,5999999,-6.155815,106.8511911,"Jl. Benyamin Suaeb, RW.6, Kb. Kosong, Kec. Kemayoran, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",Kemayoran
403,Brand New and Best Studio Bellevue Place Apartment By Travelio,0,30,1300,"Jl. MT Haryono Kav.21, RT.10/RW.10, Tebet Timur, Tebet, Jakarta Selatan, Jakarta 12810",1,Full Furnished,5850000,-6.2429999,106.8539684,"Jl. Letjen M.T. Haryono No.Kav.21, RT.10/RW.10, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12810, Indonesia",Tebet
404,Good Deal 1BR at Cosmo Terrace Apartment By Travelio,1,35,2200,"Jalan Kh. Mas Mansyur, RT.5/RW.13, Kb. Melati, Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230",1,Full Furnished,6000000,-6.1967368,106.8144127,"Jl. K.H. Mas Mansyur, Kb. Melati, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta, Indonesia",Tanah Abang
405,Modern 1BR City View @ Signature Park Grande Apartment By Travelio,1,35,2200,"Jl. Letjen M.T. Haryono No.20, RT.4/RW.1, Cawang, Kramatjati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630",1,Full Furnished,6000000,-6.2447927,106.8627405,"Jl. Letjen Mt. Haryono No.20, RW.2, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630, Indonesia",Kramat Jati
406,Strategic 1BR The Boulevard Apartment with Luxurious Design By Travelio,1,43,2200,"Jl. Fachrudin No.5, RT.1/RW.7, Kp. Bali, Tanah Abang, Jakarta Pusat - 10250",1,Full Furnished,6000000,-6.1833638,106.8165303,"Jl. H. Fachrudin No.5, RT.1/RW.7, Kp. Bali, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10250, Indonesia",Tanah Abang
407,Best Emerald Studio Room Apartment at Capitol Park Residence By Travelio,0,28,2200,"Jalan Salemba Raya 16 3 6, RT.3/RW.6, Kenari, Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430",1,Full Furnished,6000000,-6.197235399999999,106.8506106,"Jl. Salemba Raya No.16, RT.3/RW.6, Kenari, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10430, Indonesia",Senen
408,Comfy and Homey Studio Apartment at Nine Residence By Travelio,0,38,1300,"Jl. Warung Jati Barat No.12, RT.2/RW.5, Duren Tiga, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760",1,Full Furnished,5874064,-6.2530825,106.826986,"Jl. Warung Buncit Raya No.12, RT.2/RW.5, Duren Tiga, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760, Indonesia",Pancoran
409,Cozy Studio Room at Nine Residence Apartment By Travelio,0,38,1300,"Jl. Warung Jati Barat No.12, RT.2/RW.5, Duren Tiga, Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760",1,Full Furnished,5878740,-6.2530825,106.826986,"Jl. Warung Buncit Raya No.12, RT.2/RW.5, Duren Tiga, Kec. Pancoran, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760, Indonesia",Pancoran
410,Comfort and Best Choice 2BR at Nifarro Park Apartment By Travelio,2,51,2200,"Jl. Raya Pasar Minggu RT.1/RW.1, Pejaten Timur, Pasar Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510",-1,Full Furnished,5537638,-6.2667696,106.8445907,"Jl. Raya Pasar Minggu, RT.1/RW.1, Pejaten Bar., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",Ps. Minggu
411,Cozy Stay 2BR Apartment at Metro Park Residence By Travelio,2,45,2200,"Jl. Pilarmas Utama Raya Kav. 28, RT.5/RW.3, Kedoya Selatan, Kebun Jeruk, Jakarta Barat 11520",1,Full Furnished,6049999,-6.186211,106.757416,"Jl. Pilar Mas Utama No.Kav. 28, RT.7/RW.3, Kedoya Sel., Kebon Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520, Indonesia",Kb. Jeruk
412,Comfy 2BR Apartment at Nifarro Park Pasar Minggu By Travelio,2,51,2200,"Jl. Raya Pasar Minggu RT.1/RW.1, Pejaten Timur, Pasar Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510",-1,Full Furnished,5927638,-6.2667696,106.8445907,"Jl. Raya Pasar Minggu, RT.1/RW.1, Pejaten Bar., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",Ps. Minggu
